video_id,events,users,content_seconds,ccid,rank
V_7192355,8135,42,53348.15,021FB9EB026549779C33DC5901307461,356
V_7720310,8122,10,41011.0,5DEBFEC60AFBB5C99C33DC5901307461,357
V_7592140,8109,43,57084.85,B85337A9E19C2E6C9C33DC5901307461,358
V_7444981,8105,192,143972.35,76D31348B531CFFC9C33DC5901307461,359
V_5493179,8101,70,77429.69999999995,EFC9DA92FDF2026F9C33DC5901307461,360
V_7720328,8097,9,40907.3,7506F97422BB4CB59C33DC5901307461,361
V_8016267,8096,8,40400.0,7506F97422BB4CB59C33DC5901307461,362
V_8013809,8066,15,41552.25,7BCF45F31DC66A4D9C33DC5901307461,363
V_8013366,8041,11,40095.0,2254B5AA23F460669C33DC5901307461,364
V_7427041,8035,250,130575.75,26BE113C39068EFF9C33DC5901307461,365
V_8013364,8029,11,40035.0,A63C301180763D0F9C33DC5901307461,366
V_7592156,8007,35,54132.05,1483FFFC47F9F77F9C33DC5901307461,367
V_8014618,8005,10,44149.0,1C44362B5C2DD5FB9C33DC5901307461,368
V_7427234,7991,91,64827.0,D12425940F6935389C33DC5901307461,369
V_8013811,7982,13,41787.0,CA266259D1410EC49C33DC5901307461,370
V_6069169,7972,106,115960.60000000002,B3A961BF085960F69C33DC5901307461,371
V_8014666,7972,12,40608.0,73FBEDCD0FC9309D9C33DC5901307461,372
V_8013856,7968,12,44064.0,A5B8B818C7450D8D9C33DC5901307461,373
V_7004677,7948,221,83620.2,D4D0356F987AE97E9C33DC5901307461,374
V_8014811,7937,15,40155.0,82C509B453D7F5889C33DC5901307461,375
V_8016212,7935,12,39544.0,2BA961C45E3BA55B9C33DC5901307461,376
V_8013992,7924,15,40814.7,27271289046D40709C33DC5901307461,377
V_7590130,7923,20,44371.9,B5B37D3D965B90009C33DC5901307461,378
V_8014035,7917,16,41376.0,8EFFCE211A9ADC449C33DC5901307461,379
V_6059410,7904,93,126628.59999999998,66C564C83A70CB7D9C33DC5901307461,380
V_7004680,7901,155,73297.15,242C6A9908DAFC499C33DC5901307461,381
V_8014855,7889,24,42135.0,8185A66C6952074A9C33DC5901307461,382
V_8013832,7876,11,40517.9,7FD3F14FDDB8A9DA9C33DC5901307461,383
V_8014006,7869,11,41274.1,B95FE617D39BFCC89C33DC5901307461,384
V_7427094,7859,159,85116.0,7450F4843861D14C9C33DC5901307461,385
V_8013977,7853,10,40029.0,744FAB04C02960679C33DC5901307461,386
V_6012904,7832,84,103552.69999999995,57826076A100CE2A9C33DC5901307461,387
V_8014779,7819,13,42443.0,0AD15E2F7CFB0F829C33DC5901307461,388
V_7596363,7817,38,69346.20000000001,8FD6C67E7E682C6A9C33DC5901307461,389
V_7720296,7807,14,41722.0,8C6C6C03C0EF06C49C33DC5901307461,390
V_8014647,7804,12,39608.0,690D93FA040746419C33DC5901307461,391
V_7720308,7802,11,39067.0,B5DE96F6EA990A1C9C33DC5901307461,392
V_8014796,7791,14,39744.0,20D3386C97D0D0619C33DC5901307461,393
V_8016263,7764,8,39977.0,D180AAF8F35DA4CD9C33DC5901307461,394
V_1358549,7761,7220,1377003.804286,3F0F70E858E41EF99C33DC5901307461,395
V_7592187,7748,30,45647.2,EE7B59E36FDFB6789C33DC5901307461,396
V_8014766,7689,16,40237.0,1AADB63D87343DAC9C33DC5901307461,397
V_7720336,7673,10,39663.0,800E09BBAD26AC9A9C33DC5901307461,398
V_8016210,7668,12,38918.0,4F1D384E6EBFCE179C33DC5901307461,399
V_8013835,7648,12,38485.0,C22D4E7035A19F429C33DC5901307461,400
V_1358564,7618,6557,1902293.2230296298,AA7510300E0551109C33DC5901307461,401
V_8014794,7609,16,39844.0,5E33DEC8C476A2B49C33DC5901307461,402
V_7427057,7592,213,103022.30000000002,6E22D04766C7776C9C33DC5901307461,403
V_8014644,7589,13,38514.0,6F3A2C301C26A3319C33DC5901307461,404
V_1358546,7571,7008,779862.082121931,FCF9823E664DDFAE9C33DC5901307461,405
V_8013695,7539,6,39893.0,E7548A8FB97B2DDB9C33DC5901307461,406
V_7592121,7537,41,52028.5,A08DF58E62ADA9229C33DC5901307461,407
V_8014792,7520,11,38240.0,4E1633D70E14D6519C33DC5901307461,408
V_7192352,7505,38,48437.4,A4005B83BBFAC6D99C33DC5901307461,409
V_8013818,7495,12,39137.0,C8194711505956649C33DC5901307461,410
V_8014767,7476,16,39501.0,E052512964F02FBC9C33DC5901307461,411
V_8013368,7462,11,37200.0,A8BA3721ECA874AB9C33DC5901307461,412
V_7590150,7459,24,48465.100000000006,DA37668515362AA59C33DC5901307461,413
V_8014001,7456,16,39492.2,B3F8FB2A4E647BDF9C33DC5901307461,414
V_8016275,7453,8,37948.0,800E09BBAD26AC9A9C33DC5901307461,415
V_8016154,7425,11,37015.0,63DBBEAB703155AF9C33DC5901307461,416
V_8014003,7420,13,39018.9,00D045F293BF31419C33DC5901307461,417
V_8016209,7410,12,37592.0,CC2E4405031AC8479C33DC5901307461,418
V_5493183,7396,71,69665.40000000001,E7D6B58EEC653B789C33DC5901307461,419
V_7720307,7390,12,37659.0,03FE9C31E25449509C33DC5901307461,420
V_8016277,7386,8,37604.0,83C09CCA572CD17E9C33DC5901307461,421
V_7004692,7384,125,56086.5,BA4F09F83BD562519C33DC5901307461,422
V_5492588,7366,88,72960.20000000001,BFEECC74ED1D67E09C33DC5901307461,423
V_7592142,7351,39,48419.49999999999,ED7476164711C9C89C33DC5901307461,424
V_8013847,7348,12,38098.0,77BA2617C3BA37069C33DC5901307461,425
V_7720315,7342,12,38467.9,5732ED0C4EE506259C33DC5901307461,426
V_8014632,7336,11,36744.0,BD70F6CF71CB0EF29C33DC5901307461,427
V_5493186,7334,83,78653.40000000001,ADF06B4E5FB819719C33DC5901307461,428
V_8014025,7284,12,36769.0,6B0730FE36A5F1E39C33DC5901307461,429
V_7427095,7273,168,82479.5,8D3F034F88B05F1C9C33DC5901307461,430
V_8013861,7265,11,37378.0,7D138C90F503435A9C33DC5901307461,431
V_8016274,7250,8,36686.0,945F139818D531F99C33DC5901307461,432
V_5493180,7241,68,62882.50000000001,384FECE0E0EA2B439C33DC5901307461,433
V_8013843,7235,11,37837.0,496945FC23137A3E9C33DC5901307461,434
V_7720297,7231,13,36563.0,140AA38098C1F1FC9C33DC5901307461,435
V_8016253,7231,8,37419.0,9B6E78E12422B7049C33DC5901307461,436
V_5492642,7220,101,79672.30000000002,02910DAAA10BDB6A9C33DC5901307461,437
V_8016197,7218,12,36611.0,432BCBCE2F7491C09C33DC5901307461,438
V_8016150,7216,15,37217.0,588A7BD139D0C0F49C33DC5901307461,439
V_8016157,7185,12,36015.0,602932ED57FA3A9E9C33DC5901307461,440
V_8014672,7185,9,36733.0,AB807E7243E12CD39C33DC5901307461,441
V_8014861,7161,19,36024.5,1B06A61E3F6C839F9C33DC5901307461,442
V_8014014,7157,11,37252.0,325A5D62057B371B9C33DC5901307461,443
V_6068952,7151,105,105420.2,6631EE2CFC33ABE39C33DC5901307461,444
V_8014770,7064,13,38685.0,E9E97D5C245EA4F29C33DC5901307461,445
V_8014801,7060,15,36185.0,7F9808E0038C38269C33DC5901307461,446
V_8013824,7032,15,37145.0,0117B7A77E0B04ED9C33DC5901307461,447
V_8016245,7021,8,35017.0,BD36F0FDBD0E7C209C33DC5901307461,448
V_7592192,7015,34,45353.700000000004,9F8279C86296F90E9C33DC5901307461,449
V_8016153,7008,12,35015.0,2BB6684C54D8D00C9C33DC5901307461,450
V_5493206,6993,89,90989.6,8925DF0050CB87EA9C33DC5901307461,451
V_7592200,6988,28,42593.5,52497B42D1200DC49C33DC5901307461,452
V_1395652,6982,6158,702436.1687300476,CF9999A5EA1050339C33DC5901307461,453
V_7590154,6947,22,41747.100000000006,D9FD4A48CB16119E9C33DC5901307461,454
V_8013974,6939,11,35619.1,9521FA686A2674119C33DC5901307461,455
V_8014012,6930,9,34560.0,A148D339EA87FA129C33DC5901307461,456
V_8013365,6930,11,34540.0,A76FB71DA0BEE4969C33DC5901307461,457
V_7720337,6929,8,35631.0,83C09CCA572CD17E9C33DC5901307461,458
V_8014660,6925,13,35537.0,7177701C720716669C33DC5901307461,459
V_7590557,6920,27,47193.3,10626B9C45E795849C33DC5901307461,460
V_7427061,6918,154,75680.4,EE5838B7AA61FEA49C33DC5901307461,461
V_8013373,6915,10,35049.0,C70B915F73DA464A9C33DC5901307461,462
V_1395650,6896,6181,490627.77167765837,2E95BDC7D84B97B09C33DC5901307461,463
V_8014010,6894,9,34374.0,1F111E9032DAEE219C33DC5901307461,464
V_7427053,6885,193,88532.84999999999,D9A5C0BD82153BAF9C33DC5901307461,465
V_7590141,6883,21,41410.7,FF17B9962FDD44E09C33DC5901307461,466
V_7191655,6873,10,39140.0,DFC087CF5CE882E49C33DC5901307461,467
V_7592136,6868,45,53985.5,460414D62547CAA59C33DC5901307461,468
V_7592123,6861,44,50787.450000000004,258933659CE9E5D79C33DC5901307461,469
V_7592101,6857,50,50894.6,C455DA3F05845BA49C33DC5901307461,470
V_7004706,6850,138,56739.15,38F17CEFDB09CC689C33DC5901307461,471
V_8013428,6847,7,35465.0,B03B384C84764A9E9C33DC5901307461,472
V_7720313,6832,7,34090.0,F0D301B7315D79739C33DC5901307461,473
V_8014804,6805,15,34315.6,EBCCC5A5AFAAC91E9C33DC5901307461,474
V_7426997,6799,307,117761.75,061C44C38328B8E89C33DC5901307461,475
V_5493178,6797,70,66182.5,18931710F148655C9C33DC5901307461,476
V_7592135,6793,46,48546.8,644CA003B30EC0429C33DC5901307461,477
V_5493224,6791,85,72505.89999999995,F90785541E47F0099C33DC5901307461,478
V_8015768,6779,10,34176.8,615636B650F57ACE9C33DC5901307461,479
V_5492604,6778,87,84981.0,2D518ED0BA4351BE9C33DC5901307461,480
V_8014026,6778,14,35222.0,00BED936FB713F759C33DC5901307461,481
V_1395651,6759,6116,581479.7614410367,07C1C23AD25A00669C33DC5901307461,482
V_8016242,6747,10,34914.0,AF95FF467EB3BB269C33DC5901307461,483
V_1358562,6740,6002,1013666.4068253301,193855E7E165B37B9C33DC5901307461,484
V_8014033,6727,17,34962.0,53DA35783AB1F0589C33DC5901307461,485
V_7004696,6725,133,53441.0,5557279EAB31F25B9C33DC5901307461,486
V_8014815,6712,20,35170.5,B36E14F7FB5186ED9C33DC5901307461,487
V_8016231,6704,8,34930.0,B9711CB09B35CD0D9C33DC5901307461,488
V_8013854,6693,9,35885.0,5C55549BEA39920F9C33DC5901307461,489
V_5493202,6684,82,74360.50000000001,E41BC7EC05DB5FAA9C33DC5901307461,490
V_8016196,6680,13,37049.0,D29E39DED89E20229C33DC5901307461,491
V_5492145,6678,86,64570.69999999997,81DE54ACD388FCCD9C33DC5901307461,492
V_7191650,6665,10,35972.0,3CE53EECEC5EEDC09C33DC5901307461,493
V_8014839,6663,20,34291.5,38923F76DC4D01719C33DC5901307461,494
V_8014793,6648,11,33777.0,79421D41D1416C849C33DC5901307461,495
V_8014032,6642,17,34027.0,0EB65AAAF2CD90399C33DC5901307461,496
V_1358557,6634,5280,1195178.0331382672,B5FD6E7D14E0B8E59C33DC5901307461,497
V_8016273,6631,9,33168.0,A97EE4D77E44929C9C33DC5901307461,498
V_8014040,6622,16,34457.0,A187B3E822437A529C33DC5901307461,499
V_8015762,6615,8,32995.0,B1774C31189C90C79C33DC5901307461,500
V_8013700,6588,6,34192.0,9C1474872D077E9C9C33DC5901307461,501
V_5492117,6586,61,54082.3,E1C9B632040E318F9C33DC5901307461,502
V_6337423,6563,26,62600.59100000001,47A8B4252B8FB6DD9C33DC5901307461,503
V_5039952,6562,91,110333.09999999999,B5B97EA6AE16E1AC9C33DC5901307461,504
V_1358555,6558,5880,1324143.0692532638,1DC5DCFFFC0FB5F79C33DC5901307461,505
V_7720334,6552,7,32690.0,A97EE4D77E44929C9C33DC5901307461,506
V_5493188,6546,78,69377.29999999999,6491163012239F989C33DC5901307461,507
V_6022416,6539,5,33733.2,B4A948499263D5AF9C33DC5901307461,508
V_7720288,6522,17,36703.5,8CB8D17F96F3A9EE9C33DC5901307461,509
V_7590099,6519,18,37107.3,950FEA54D6C65EFF9C33DC5901307461,510
V_8016224,6513,9,34891.0,C79BE76E73F9FD989C33DC5901307461,511
V_8016252,6442,9,33111.0,F0D301B7315D79739C33DC5901307461,512
V_5493176,6410,78,70650.39999999997,52481F36130E4F7C9C33DC5901307461,513
V_7427043,6405,225,104589.90000000001,15CA31F400EC91459C33DC5901307461,514
V_7004693,6403,124,48052.0,C1B5C83D1914D9DD9C33DC5901307461,515
V_8014760,6397,17,34307.0,F1C2C171EC200D159C33DC5901307461,516
V_7720293,6396,11,33830.0,7FC1623AE50118499C33DC5901307461,517
V_8014471,6395,5,32040.0,ECFBB4796B67A42D9C33DC5901307461,518
V_8013848,6392,9,32667.0,8A068C406D7444139C33DC5901307461,519
V_7590131,6389,20,36888.1,BF1ABD4680F34C849C33DC5901307461,520
V_8016142,6376,13,33786.0,8C8E7E7F55A8140A9C33DC5901307461,521
V_8013423,6376,10,34489.0,DE82BF3F12D362F19C33DC5901307461,522
V_8016195,6362,8,31730.0,D501460E72367DED9C33DC5901307461,523
V_8014759,6362,15,33445.0,5AA82B20EC0281A69C33DC5901307461,524
V_7592094,6342,44,45318.1,DE5B5BE32E9EA2C69C33DC5901307461,525
V_5493181,6331,75,59054.7,6A95E3DD9A5F09729C33DC5901307461,526
V_8016249,6318,9,32046.0,5DEBFEC60AFBB5C99C33DC5901307461,527
V_5492106,6309,83,65552.00000000001,DFAD9BD2850AF3039C33DC5901307461,528
V_8013400,6305,9,32246.0,BDA7D5BFD0B6F2649C33DC5901307461,529
V_1395653,6304,5752,595317.9449519218,61446D334C486BEE9C33DC5901307461,530
V_8016206,6292,11,31350.0,EE5BFF27107FCA969C33DC5901307461,531
V_5493193,6278,88,80852.6,28303BCCFA1E07BE9C33DC5901307461,532
V_6069170,6277,109,92287.7,6DF6D406D99264289C33DC5901307461,533
V_7444991,6258,80,60373.95,20F297E48885BB1E9C33DC5901307461,534
V_5492146,6257,81,67889.69999999998,509FA7935B3038329C33DC5901307461,535
V_7426999,6249,239,96833.90000000001,947B388B9FC3049D9C33DC5901307461,536
V_8014690,6249,9,31174.0,EE12DB0EB16126F49C33DC5901307461,537
V_5493204,6240,85,70256.79999999997,85F6A4ABB6881FD99C33DC5901307461,538
V_8013986,6237,13,31796.0,CB2537FF3780F3129C33DC5901307461,539
V_5492672,6236,91,67055.49999999996,B882F453DBE1E69D9C33DC5901307461,540
V_8014017,6232,13,34447.0,8966ADD94FB07A2B9C33DC5901307461,541
V_8013857,6226,12,34069.0,5DA3381F8832F4399C33DC5901307461,542
V_7596311,6220,16,35594.8,8B03039EDF10187D9C33DC5901307461,543
V_8014700,6200,7,30927.0,DA6BC4D2D31C6FF39C33DC5901307461,544
V_7720302,6184,14,32171.25,B3F7493E041FA5289C33DC5901307461,545
V_5493189,6177,78,69766.19999999997,058A1E856640DD2A9C33DC5901307461,546
V_8016181,6176,9,31898.0,0DF319595BD32AF19C33DC5901307461,547
V_8014703,6175,8,31299.0,760B73323DDF8B8F9C33DC5901307461,548
V_1395655,6175,5369,642990.6121101776,52FF04849B34A14D9C33DC5901307461,549
V_8014684,6172,12,32584.0,2E265D449363DE969C33DC5901307461,550
V_7590091,6156,22,39563.8,5FB20DDE103026269C33DC5901307461,551
V_7590134,6150,21,35983.9,F80398FAC0F3F6949C33DC5901307461,552
V_7590078,6125,20,39016.7,F6D47E773C4B6E6B9C33DC5901307461,553
V_5493228,6124,80,70097.79999999999,1CA3DDB88D9F726C9C33DC5901307461,554
V_8013826,6118,13,32992.0,672894A27CC46AD69C33DC5901307461,555
V_7004679,6106,152,60963.75,9A46C21E1170E1069C33DC5901307461,556
V_8014616,6104,6,30671.0,B605F36A881772939C33DC5901307461,557
V_7592150,6098,42,46663.299999999996,8F08F01741A5AEE29C33DC5901307461,558
V_8016199,6078,12,30823.0,22737A228FD8D41A9C33DC5901307461,559
V_7877390,6063,9,32239.0,4B9F9F9697738D019C33DC5901307461,560
V_8014308,6062,8,30431.0,84E434F7FA33D4DD9C33DC5901307461,561
V_7877387,6052,12,36034.0,0508A179531F67739C33DC5901307461,562
V_5492109,6046,71,54188.49999999999,4FA5BA0A30B72A619C33DC5901307461,563
V_8016165,6044,12,30648.0,F3B67F85030EDA089C33DC5901307461,564
V_8016235,6042,8,30314.0,8C6C6C03C0EF06C49C33DC5901307461,565
V_8014626,6034,10,30824.0,BDE97CB3E604DB719C33DC5901307461,566
V_7596360,6033,32,51411.90000000001,BF7200E8E93A67AB9C33DC5901307461,567
V_5492148,6007,84,61288.89999999997,C851F39E0F08953F9C33DC5901307461,568
V_7590144,6007,21,35316.7,99FADE0B7F258A4E9C33DC5901307461,569
V_7004686,6006,132,49429.75,A55373DB1B5B6B7B9C33DC5901307461,570
V_8014818,6004,19,31433.0,633CBB5DB0477E3A9C33DC5901307461,571
V_7590139,5999,22,35054.2,EBE392AFB9219AA99C33DC5901307461,572
V_5493213,5994,80,74530.49999999999,AA136F5D5D7988CA9C33DC5901307461,573
V_7592152,5988,43,47934.2,A0E117C44D63BB899C33DC5901307461,574
V_8014809,5985,17,30981.0,298967460D45DE209C33DC5901307461,575
V_8015786,5982,13,31361.0,FFAFD5EA4DA2B4F39C33DC5901307461,576
V_7590106,5976,19,34874.2,317018F0328D03089C33DC5901307461,577
V_8013427,5971,8,31180.0,A993F58E0D3EE6519C33DC5901307461,578
V_6059433,5971,100,83400.40000000004,8D0FA801514C5A5A9C33DC5901307461,579
V_5493173,5970,75,61920.69999999999,F6450D4B6208D8509C33DC5901307461,580
V_7594638,5966,25,36003.0,E83B2F401A4BD15F9C33DC5901307461,581
V_7596330,5962,31,51158.15,A9E86DA517D0A77E9C33DC5901307461,582
V_7252142,5938,5,30858.0,D6E9AD974B388B359C33DC5901307461,583
V_7191656,5937,8,30309.0,85413314CBEA49A59C33DC5901307461,584
V_7427060,5929,185,86844.45,AFCA8FF35404C7489C33DC5901307461,585
V_8013806,5924,13,29515.0,E9FE3783C037C8629C33DC5901307461,586
V_5492618,5914,88,68713.50000000004,4BA80BCEB1EDD1FB9C33DC5901307461,587
V_6059415,5907,95,89549.50000000001,AAD1C32723F40BF59C33DC5901307461,588
V_1385204,5901,5182,1282271.914432483,BA466854742FA59A9C33DC5901307461,589
V_7877405,5895,7,31744.0,1D708D2B8E7D4D0F9C33DC5901307461,590
V_5493184,5873,70,54877.39999999999,8E7F006A6F3D21DA9C33DC5901307461,591
V_1358553,5871,5335,667118.4609412366,99BCE3B9C428CD9F9C33DC5901307461,592
V_5492143,5866,76,58515.79999999997,DDF7B68659CCC3BF9C33DC5901307461,593
V_7877404,5855,7,30900.0,5BD171BBC4BECB9B9C33DC5901307461,594
V_8016258,5855,9,29403.0,F4B651E3F91D3F159C33DC5901307461,595
V_7427258,5847,83,45207.5,8696BD68EDFC06099C33DC5901307461,596
V_7596319,5846,29,44208.9,3CBB4DDC95CB30E29C33DC5901307461,597
V_7427059,5835,202,88863.25,05C71B813253B10A9C33DC5901307461,598
V_7594604,5832,30,34904.9,56B72BC4EC72D48B9C33DC5901307461,599
V_8013421,5825,9,31618.0,8DB4D71EE40B3F889C33DC5901307461,600
V_5493205,5822,85,70514.49999999997,ED68A7920E9D27CD9C33DC5901307461,601
V_8013853,5821,10,31289.0,3FB62695B6E2F8869C33DC5901307461,602
V_7590158,5820,16,31635.1,6C992C49F824EE1D9C33DC5901307461,603
V_5493240,5798,95,91129.10000000003,DC39560021AB0D7C9C33DC5901307461,604
V_7427038,5783,207,87351.25,6D6E17BB7C10B8869C33DC5901307461,605
V_8015780,5781,14,30083.0,1FB3DD9CE5D22B909C33DC5901307461,606
V_7592104,5774,47,42743.4,03EA84F881C833549C33DC5901307461,607
V_8016246,5768,8,28770.0,03FE9C31E25449509C33DC5901307461,608
V_7427242,5768,85,50349.0,B17BBD14CAF4D80A9C33DC5901307461,609
V_7592106,5767,43,44083.6,A96E2831646DEBBC9C33DC5901307461,610
V_7720300,5765,14,30813.25,0DB524DF90718EE99C33DC5901307461,611
V_8014641,5759,11,29262.0,29472415855ACB329C33DC5901307461,612
V_1358568,5752,4802,1169027.598808834,2D76FB59069E390B9C33DC5901307461,613
V_5149588,5731,86,68031.80000000009,E15037D2E115C4349C33DC5901307461,614
V_6068951,5724,101,83857.24999999999,74BB5BADDFB998CC9C33DC5901307461,615
V_8014027,5718,15,29498.0,1ACA21044D9B76B09C33DC5901307461,616
V_7720301,5699,12,29313.0,466307D3689A075C9C33DC5901307461,617
V_8016160,5687,12,28315.0,A1CBDD21587D99779C33DC5901307461,618
V_7594641,5687,22,35112.6,231067D6EF4815B99C33DC5901307461,619
V_5493195,5679,80,72381.89999999998,806CD8BC575A48EB9C33DC5901307461,620
V_7592071,5673,63,57302.8,73DBCBABF096F5839C33DC5901307461,621
V_5493225,5669,72,58532.399999999994,39873D54B590E50D9C33DC5901307461,622
V_7720298,5664,12,29247.8,16D2A5D0706D63C99C33DC5901307461,623
V_8013978,5663,9,28928.0,568F3922F5D1EBE59C33DC5901307461,624
V_7594571,5650,25,36650.4,046D13E4C77C9DDF9C33DC5901307461,625
V_5493207,5646,79,68157.20000000001,5C342AFC7D23DA119C33DC5901307461,626
V_8013431,5632,7,29313.0,3BD095BAFEB350F69C33DC5901307461,627
V_7877377,5631,8,30889.0,882ECAA5D4367C009C33DC5901307461,628
V_7595055,5627,18,36414.4,BD2C1A61391B79C99C33DC5901307461,629
V_8016236,5623,9,29397.0,140AA38098C1F1FC9C33DC5901307461,630
V_5493221,5619,86,62340.899999999965,F39E6E10FDF2614B9C33DC5901307461,631
V_5039698,5618,118,135529.65000000002,4BE9A888674C57939C33DC5901307461,632
V_7596149,5616,16,35101.1,90506399B865F3889C33DC5901307461,633
V_1395669,5615,5031,503636.8585131068,4F06D5C11446A6429C33DC5901307461,634
V_5492157,5614,73,64273.20000000001,2AC7C4092B23811E9C33DC5901307461,635
V_8015792,5579,10,29219.0,2CA82EDD1A1480379C33DC5901307461,636
V_5493222,5574,75,59598.89999999996,D1F827201483C3949C33DC5901307461,637
V_7594572,5573,23,34320.15,9C520B0E17E3A0179C33DC5901307461,638
V_5493171,5569,70,62868.30000000001,A6198CB3A13DCB259C33DC5901307461,639
V_5492670,5548,84,59717.9,B492967A19A31F789C33DC5901307461,640
V_7592178,5548,29,32463.2,5770DF92EA0BA92E9C33DC5901307461,641
V_7596328,5547,32,43301.5,B729FA80182219109C33DC5901307461,642
V_7592208,5545,36,36533.3,56097D5FD5D02A279C33DC5901307461,643
V_7427003,5535,231,102362.55,6C818A4E424FB9319C33DC5901307461,644
V_6047461,5533,97,91758.24999999996,346D65415F693DD79C33DC5901307461,645
V_5492638,5530,84,50652.900000000045,9AC5A13BC7DD19839C33DC5901307461,646
V_1395663,5529,4937,587276.204416162,AA9B968D9B8BE8F19C33DC5901307461,647
V_5492673,5526,79,52437.29999999998,6E985B0BFA98F6069C33DC5901307461,648
V_7594568,5525,30,35410.3,799C265398053FD59C33DC5901307461,649
V_8014837,5521,20,28409.0,F931BA15F113E51B9C33DC5901307461,650
V_7590113,5492,14,30595.6,25DC4A77219A5C6D9C33DC5901307461,651
V_1395664,5487,4860,890494.8470210094,D4ED764AEE3778569C33DC5901307461,652
V_8016247,5484,8,27381.0,B5DE96F6EA990A1C9C33DC5901307461,653
V_7590555,5481,26,35842.1,A4A57BC8CA82FE489C33DC5901307461,654
V_5493158,5480,74,63357.19999999998,52BE7868D29995079C33DC5901307461,655
V_8016227,5465,8,28626.0,8CB8D17F96F3A9EE9C33DC5901307461,656
V_5039956,5459,113,99533.40000000002,BB549545DFB4C3199C33DC5901307461,657
V_5492641,5454,86,61114.39999999999,6D5C2DDE7D5C945B9C33DC5901307461,658
V_7386533,5442,254,338408.3499999999,B9A8EE3298F73F2B9C33DC5901307461,659
V_7592263,5439,12,30578.4,96D0E85A848D614D9C33DC5901307461,660
V_8014692,5434,10,27395.0,B4BB0030A1AFB9659C33DC5901307461,661
V_8013411,5425,5,27075.0,836087D24BB425349C33DC5901307461,662
V_7592068,5417,65,54429.2,B4F10FE15F20E66B9C33DC5901307461,663
V_5493230,5414,82,76570.30000000005,DA0694480C00FC029C33DC5901307461,664
V_7592124,5412,44,43535.399999999994,8F5D4B1B2B3185AD9C33DC5901307461,665
V_8014827,5411,19,27601.0,790A6E49D86967CE9C33DC5901307461,666
V_7590107,5408,18,31898.1,E21E22DA60F084179C33DC5901307461,667
V_5492646,5366,84,69575.19999999994,0684B6AEDC6382519C33DC5901307461,668
V_7590162,5361,16,30601.7,6DDA47438549B9239C33DC5901307461,669
V_8014681,5361,12,28590.0,0225C0703300CC8A9C33DC5901307461,670
V_7877403,5357,9,31067.0,0B18205A229DA97F9C33DC5901307461,671
V_5492652,5357,91,67711.2,070046960606CCB99C33DC5901307461,672
V_7592167,5356,36,36097.7,DD72665C53FE05B49C33DC5901307461,673
V_8013417,5344,8,27935.0,FFF4690F884E18789C33DC5901307461,674
V_7594573,5338,33,36316.5,959DE0A49434D67A9C33DC5901307461,675
V_7592176,5334,35,34122.6,6AFA3E7A98991A689C33DC5901307461,676
V_5493208,5327,82,53641.2,B32953E1604813749C33DC5901307461,677
V_5039938,5324,89,89049.09999999998,ECA5D953992C83CD9C33DC5901307461,678
V_7592194,5304,25,31478.7,E274AA6E914B5B129C33DC5901307461,679
V_7594575,5303,26,32529.000000000004,DBB01032F0EAB4E49C33DC5901307461,680
V_5492656,5302,82,57080.1,8C9FF894E0A87A619C33DC5901307461,681
V_7594640,5299,22,32332.6,2738D85B742B10AE9C33DC5901307461,682
V_8014800,5296,14,27054.0,92DDF39482C7B7329C33DC5901307461,683
V_5493185,5295,77,51802.59999999996,0A34D1EEB9051EB19C33DC5901307461,684
V_5493219,5294,90,63895.69999999998,0381896F8B5753E59C33DC5901307461,685
V_7592203,5290,28,32872.8,818AA7580BA820619C33DC5901307461,686
V_5492147,5281,75,51546.80000000002,08532EF7DF4E74B19C33DC5901307461,687
V_1358551,5279,5026,427537.4467734788,5EA5EC26C0F140509C33DC5901307461,688
V_8016170,5278,9,27801.0,085A152B8363BF029C33DC5901307461,689
V_5492594,5273,78,54239.60000000001,326F764660FB3F679C33DC5901307461,690
V_6068953,5261,100,79326.6,0CEEF30A401CF5129C33DC5901307461,691
V_7592166,5261,27,31525.7,4AF6622EB51146CC9C33DC5901307461,692
V_5492111,5257,71,46161.19999999999,099DBFD09C0804419C33DC5901307461,693
V_5493231,5256,78,62765.79999999998,8CC9C6DD0C6DA28D9C33DC5901307461,694
V_8016146,5254,13,26616.0,80CA36826AAFE04B9C33DC5901307461,695
V_7595192,5243,12,28895.8,5336095F57E89B829C33DC5901307461,696
V_7590100,5239,22,34638.8,ADEF47A983C45EA39C33DC5901307461,697
V_8014470,5221,6,26150.0,BFFDCAE7B2AE6CDE9C33DC5901307461,698
V_8013855,5218,10,28746.0,D6A246CEDBB5CB429C33DC5901307461,699
V_8013439,5216,11,28873.0,F674DBC467D54F2B9C33DC5901307461,700
V_5492102,5216,80,48265.700000000004,DECC76109930F2B69C33DC5901307461,701
V_7590160,5214,17,30533.0,721B7BDFD81744509C33DC5901307461,702
V_7594605,5205,29,33113.4,6E72D6B09A8829339C33DC5901307461,703
V_7386535,5204,259,353504.5500000001,81FDDCC818CF26339C33DC5901307461,704
V_5493157,5201,81,64672.3,E23CD7CE64EB55CB9C33DC5901307461,705
V_5493241,5201,84,71376.09999999998,623690EEC102D0BF9C33DC5901307461,706
V_7596354,5196,36,57733.7,CB5055977A5DBFD09C33DC5901307461,707
V_6059416,5195,99,86018.84999999999,81BD5499C82A5CB69C33DC5901307461,708
